Current	VoltageA (50mV/1000A)	uV-0.024	6.213
-0.024	6.204
-0.024	6.221
-0.024	6.206
-0.024	6.231
-0.024	6.207
-0.024	6.193
-0.024	6.210
-0.024	6.200
-0.024	6.234
-0.024	6.211
-0.024	6.224
-0.024	6.219
-0.024	6.188
-0.024	6.236
-0.024	6.225
-0.023	6.275
0.112	6.297
0.226	6.297
0.393	6.252
0.510	6.244
0.618	6.252
0.725	6.263
0.830	6.231
0.979	6.241
1.083	6.225
1.184	6.244
1.287	6.269
1.389	6.247
1.534	6.249
1.634	6.246
1.734	6.238
1.833	6.254
1.933	6.270
2.074	6.245
2.173	6.248
2.270	6.248
2.369	6.306
2.466	6.264
2.604	6.321
2.701	6.346
2.798	6.323
2.895	6.307
2.993	6.277
3.332	6.663
3.761	6.424
4.020	6.386
4.277	6.437
4.530	6.504
4.882	6.348
5.124	6.466
5.362	6.437
5.596	6.477
5.827	6.349
6.155	6.432
6.381	6.432
6.603	6.393
6.825	6.365
7.047	6.365
7.358	6.531
7.575	6.418
7.791	6.451
8.006	6.400
8.221	6.468
8.541	6.366
8.766	6.341
8.982	6.403
9.206	6.354
9.447	6.413
9.761	6.264
9.969	6.286
10.194	6.634
10.433	6.264
10.671	6.375
10.983	6.508
11.190	6.499
11.397	6.389
11.604	6.352
11.809	6.375
12.107	6.390
12.313	6.427
12.520	6.327
12.728	6.387
12.934	6.441
13.228	6.327
13.435	6.469
13.640	6.292
13.846	6.536
14.052	6.410
14.346	6.676
14.551	6.417
14.757	6.601
14.962	6.556
15.169	6.638
15.463	6.424
15.668	6.486
15.873	6.524
16.079	6.402
16.282	6.562
16.577	6.309
16.783	6.083
16.988	6.314
17.193	6.184
17.404	6.399
17.700	6.253
17.905	6.726
18.111	6.384
18.318	6.361
18.523	6.403
18.817	6.597
19.021	6.367
19.226	6.680
19.433	6.740
19.641	6.605
19.934	6.327
20.138	6.459
20.344	6.572
20.549	6.164
20.755	6.620
21.047	6.549
21.254	6.716
21.459	6.300
21.664	6.319
21.869	6.702
22.162	6.413
22.368	6.187
22.574	6.392
22.778	6.549
22.984	6.353
23.278	6.632
23.484	6.453
23.689	6.462
23.895	6.432
24.098	6.431
24.392	6.474
24.597	6.389
24.804	6.437
25.010	6.569
25.215	6.594
25.508	6.334
25.716	6.721
25.922	6.435
26.126	6.273
26.328	6.678
26.624	6.441
26.829	6.480
27.033	6.631
27.239	6.556
27.447	6.371
27.737	6.629
27.941	6.519
28.148	6.628
28.352	6.391
28.558	6.286
28.851	6.439
29.059	6.387
29.262	6.403
29.468	6.461
29.672	6.520
29.965	6.657
30.169	6.557
30.375	6.510
30.582	6.666
30.788	6.543
31.080	6.522
31.286	6.440
31.493	6.446
31.692	6.676
31.900	6.562
32.192	6.797
32.397	6.414
32.604	6.369
32.808	6.566
33.013	6.706
33.308	6.607
33.512	6.408
33.718	6.633
33.921	6.379
34.128	6.661
34.420	6.269
34.625	6.743
34.830	6.724
35.035	6.431
35.240	6.318
35.532	6.339
35.738	6.329
35.943	6.279
36.147	6.675
36.353	6.532
36.647	6.512
36.792	6.414
36.848	6.324
36.911	6.358
36.974	6.222
37.066	6.308
37.130	6.265
37.193	6.305
37.254	6.262
37.319	6.301
37.407	6.488
37.472	6.413
37.534	6.306
37.599	6.307
37.662	6.294
37.752	6.370
37.813	6.416
37.877	6.307
37.941	6.547
38.004	6.361
38.092	6.506
38.157	6.479
38.220	6.272
38.284	6.197
38.347	6.330
38.437	6.360
38.501	6.185
38.565	6.235
38.628	6.352
38.689	6.280
38.780	6.320
38.842	6.318
38.906	6.308
38.966	6.364
39.031	6.388
39.122	6.317
39.185	6.351
39.249	6.316
39.311	6.629
39.375	6.304
39.462	6.420
39.529	6.404
39.591	6.345
39.652	6.332
39.716	6.352
39.808	6.342
39.868	6.348
39.930	6.288
39.989	6.326
40.052	6.405
40.143	6.344
40.205	6.336
40.269	6.331
40.333	6.343
40.394	6.324
40.484	6.337
40.548	6.287
40.611	6.387
40.672	6.313
40.735	6.438
40.827	6.309
40.890	6.342
40.954	6.364
41.014	6.267
41.079	6.338
41.170	6.317
41.232	6.311
41.296	6.353
41.359	6.340
41.421	6.375
41.513	6.346
41.574	6.306
41.638	6.295
41.701	6.364
41.764	6.334
41.854	6.416
41.916	6.342
41.980	6.288
42.042	6.471
42.107	6.320
42.196	6.356
42.259	6.395
42.323	6.293
42.386	6.361
42.449	6.335
42.537	6.421
42.601	6.375
42.663	6.387
42.728	6.452
42.791	6.402
42.880	6.372
42.942	6.379
43.005	6.339
43.067	6.445
43.132	6.312
43.222	6.357
43.283	6.401
43.347	6.449
43.411	6.322
43.473	6.312
43.564	6.320
43.628	6.245
43.690	6.242
43.754	6.298
43.816	6.310
43.906	6.353
43.969	6.374
44.033	6.450
44.096	6.281
44.159	6.402
44.250	6.295
44.311	6.303
44.375	6.347
44.437	6.425
44.502	6.358
44.590	6.465
44.654	6.406
44.717	6.499
44.780	6.509
44.841	6.845
44.933	6.450
44.993	6.443
45.059	6.667
45.123	6.491
45.184	6.544
45.274	6.714
45.339	6.734
45.401	6.804
45.463	7.193
45.527	7.267
45.616	7.494
45.681	7.779
45.742	8.204
45.806	8.665
45.869	9.536
45.960	11.263
46.021	76257.719
45.344	87248.578
45.593	97916.703
45.804	103526.422
45.918	108231.422
