Current	VoltageA (50mV/1000A)	uV-0.021	1.653
-0.022	1.670
-0.022	1.619
-0.022	1.633
-0.022	1.641
-0.023	1.654
-0.023	1.601
-0.023	1.649
-0.023	1.636
-0.023	1.624
-0.023	1.647
-0.023	1.669
-0.023	1.623
-0.023	1.645
-0.023	1.625
-0.022	1.582
-0.023	1.648
-0.023	1.569
-0.003	1.637
0.023	1.716
0.038	1.716
0.053	1.669
0.067	1.652
0.087	1.665
0.099	1.664
0.112	1.635
0.123	1.664
0.137	1.656
0.154	1.664
0.166	1.662
0.178	1.653
0.189	1.641
0.201	1.684
0.215	1.632
0.226	1.656
0.236	1.608
0.247	1.700
0.259	1.601
0.273	1.612
0.281	1.690
0.293	1.612
0.303	1.665
0.312	1.584
0.327	1.650
0.337	1.665
0.347	1.626
0.357	1.622
0.366	1.663
0.381	1.668
0.391	1.631
0.400	1.620
0.411	1.644
0.420	1.647
0.434	1.606
0.445	1.675
0.454	1.640
0.463	1.664
0.473	1.645
0.487	1.671
0.496	1.662
0.507	1.661
0.516	1.631
0.525	1.645
0.539	1.646
0.548	1.661
0.558	1.627
0.568	1.661
0.578	1.621
0.591	1.659
0.601	1.632
0.611	1.654
0.620	1.611
0.630	1.651
0.644	1.635
0.653	1.630
0.664	1.647
0.672	1.652
0.682	1.634
0.696	1.645
0.705	1.574
0.714	1.631
0.724	1.618
0.733	1.624
0.747	1.614
0.757	1.659
0.767	1.630
0.776	1.619
0.786	1.648
0.800	1.653
0.810	1.639
0.818	1.611
0.829	1.633
0.838	1.654
0.851	1.645
0.862	1.649
0.871	1.610
0.881	1.657
0.889	1.621
0.904	1.653
0.913	1.639
0.923	1.665
0.932	1.630
0.943	1.644
0.957	1.607
0.965	1.663
0.974	1.629
0.984	1.640
0.994	1.662
1.008	1.658
1.017	1.690
1.027	1.653
1.037	1.650
1.045	1.663
1.060	1.641
1.069	1.671
1.079	1.715
1.089	1.684
1.098	1.707
1.112	1.738
1.122	1.741
1.131	1.765
1.141	1.749
1.149	1.797
1.163	1.852
1.173	1.855
1.182	1.909
1.192	1.948
1.201	1.960
1.216	2.097
1.224	2.135
1.235	2.215
1.244	2.280
1.253	2.374
1.267	2.555
1.276	2.655
1.286	2.809
1.295	2.944
1.305	3.109
1.319	3.408
1.329	3.586
1.338	3.844
1.347	4.089
1.358	4.357
1.370	4.752
1.380	5.128
1.390	5.443
1.400	5.890
1.409	6.326
1.423	6.957
1.432	7.535
1.442	8.140
1.451	8.700
1.461	9.373
1.473	10.403
1.484	11.157
1.494	12.012
1.503	12.946
1.513	13.933
