Current	VoltageA (50mV/1000A)	uV-0.024	7.008
-0.024	7.025
-0.023	7.000
-0.023	7.003
-0.024	7.025
-0.024	6.981
-0.024	6.994
-0.023	6.988
-0.024	6.961
-0.023	6.974
-0.024	6.976
-0.024	6.943
-0.024	6.948
-0.024	6.966
-0.023	6.935
-0.024	6.954
-0.024	6.945
-0.023	6.957
-0.024	6.920
-0.024	7.063
0.029	6.963
0.050	6.970
0.070	6.967
0.090	6.956
0.109	6.946
0.134	6.956
0.150	6.946
0.166	6.964
0.182	6.947
0.197	6.966
0.218	6.950
0.230	6.941
0.244	6.926
0.256	6.932
0.269	6.953
0.288	6.931
0.298	6.930
0.308	6.932
0.320	6.923
0.332	6.904
0.347	6.915
0.358	6.950
0.369	6.935
0.380	6.940
0.392	6.909
0.409	6.934
0.418	6.900
0.440	6.945
0.449	6.937
0.466	6.946
0.476	6.932
0.486	6.968
0.495	6.996
0.505	7.034
0.520	7.091
0.530	7.133
0.540	7.238
0.551	7.301
0.560	7.416
0.575	7.539
0.586	7.677
0.594	7.964
0.604	8.120
0.614	8.343
0.627	8.610
0.638	8.864
0.649	9.436
0.658	9.850
0.670	10.858
0.684	11.452
0.693	12.357
