Current	VoltageA (50mV/1000A)	uV-0.024	8.601
-0.024	8.648
-0.024	8.647
-0.024	8.637
-0.024	8.632
-0.024	8.654
-0.024	8.671
-0.024	8.677
-0.023	8.684
-0.023	8.668
-0.024	8.648
-0.024	8.660
-0.024	8.668
-0.024	8.660
-0.024	8.999
0.074	8.755
0.134	8.750
0.176	8.739
0.217	8.736
0.256	8.713
0.294	8.730
0.348	8.704
0.386	8.741
0.421	8.729
0.456	8.706
0.490	8.728
0.541	8.745
0.578	8.746
0.610	8.739
0.643	8.695
0.676	8.722
0.722	8.720
0.754	8.691
0.785	8.698
0.816	8.730
0.848	8.689
0.893	8.715
0.924	8.747
0.953	8.701
0.985	8.727
1.016	8.707
1.060	8.728
1.090	8.699
1.120	8.734
1.151	8.727
1.180	8.747
1.222	8.715
1.252	8.729
1.283	8.733
1.313	8.728
1.342	8.711
1.385	8.701
1.415	8.736
1.444	8.724
1.475	8.716
1.505	8.726
1.550	8.723
1.581	8.714
1.611	8.728
1.640	8.734
1.671	8.720
1.712	8.730
1.742	8.717
1.772	8.702
1.801	8.731
1.830	8.739
1.876	8.727
1.908	8.745
1.937	8.721
1.966	8.720
1.996	8.733
2.038	8.716
2.068	8.747
2.098	8.702
2.128	8.715
2.158	8.731
2.199	8.701
2.229	8.718
2.260	8.706
2.289	8.705
2.318	8.702
2.360	8.707
2.390	8.701
2.419	8.704
2.447	8.739
2.479	8.749
2.523	8.738
2.554	8.722
2.584	8.710
2.613	8.687
2.643	8.733
2.685	8.738
2.716	8.708
2.746	8.727
2.780	8.687
2.825	8.693
3.101	8.864
3.211	8.785
3.311	8.758
3.407	8.813
3.499	8.762
3.640	8.784
3.724	8.804
3.809	8.729
3.889	8.779
3.969	8.750
4.080	8.713
4.156	8.795
4.232	8.722
4.308	8.741
4.380	8.775
4.483	8.756
4.554	8.727
4.622	8.728
4.695	8.780
4.761	8.761
4.861	8.740
4.926	8.751
4.993	8.739
5.062	8.746
5.128	8.754
5.222	8.736
5.285	8.747
5.353	8.731
5.419	8.723
5.482	8.759
5.577	8.737
5.644	8.746
5.708	8.733
5.773	8.730
5.837	8.742
5.928	8.764
5.993	8.737
6.057	8.755
6.122	8.753
6.185	8.755
6.277	8.709
6.340	8.757
6.404	8.793
6.470	8.747
6.533	8.718
6.625	8.750
6.688	8.728
6.752	8.725
6.816	8.747
6.879	8.749
6.970	8.749
7.033	8.783
7.097	8.762
7.161	8.757
7.221	8.800
7.313	8.764
7.378	8.747
7.442	8.764
7.504	8.751
7.567	8.743
7.660	8.754
7.723	8.768
7.788	8.771
7.852	8.748
7.913	8.738
8.004	8.757
8.068	8.763
8.131	8.761
8.195	8.699
8.259	8.746
8.349	8.769
8.412	8.754
8.476	8.756
8.540	8.757
8.603	8.747
8.694	8.761
8.758	8.920
8.822	8.814
8.887	8.797
8.949	8.848
9.039	8.955
9.104	9.071
9.167	9.299
9.230	9.651
9.293	10.144
9.385	11.273
9.448	12.300
9.511	13.720
9.575	15.523
9.638	17.772
9.730	21.987
9.794	25.701
