Current	VoltageA (50mV/1000A)	uV-0.024	8.234
-0.024	8.248
-0.024	8.253
-0.024	8.259
-0.024	8.258
-0.024	8.263
-0.024	8.254
-0.024	8.268
-0.024	8.251
-0.023	8.239
-0.024	8.245
-0.024	8.225
-0.024	8.376
0.049	8.271
0.093	8.302
0.146	8.292
0.184	8.310
0.220	8.265
0.254	8.279
0.289	8.270
0.337	8.293
0.372	8.271
0.404	8.285
0.438	8.271
0.470	8.296
0.517	8.272
0.549	8.287
0.581	8.272
0.611	8.277
0.643	8.273
0.687	8.256
0.718	8.273
0.749	8.276
0.779	8.294
0.811	8.266
0.855	8.276
0.884	8.272
0.915	8.266
0.945	8.304
0.976	8.292
1.018	8.300
1.049	8.279
1.079	8.297
1.108	8.255
1.138	8.283
1.181	8.279
1.212	8.255
1.241	8.281
1.271	8.265
1.301	8.262
1.342	8.294
1.373	8.287
1.403	8.263
1.433	8.238
1.462	8.271
1.504	8.266
1.535	8.285
1.563	8.244
1.592	8.295
1.623	8.238
1.666	8.252
1.696	8.273
1.725	8.287
1.754	8.287
1.784	8.258
1.826	8.291
1.856	8.266
1.886	8.278
1.916	8.255
1.946	8.276
1.988	8.266
2.019	8.273
2.047	8.275
2.077	8.274
2.107	8.272
2.152	8.266
2.182	8.271
2.212	8.294
2.242	8.273
2.272	8.302
2.315	8.300
2.346	8.230
2.378	8.264
2.407	8.260
2.437	8.263
2.481	8.271
2.515	8.242
2.546	8.266
2.576	8.294
2.605	8.289
2.650	8.299
2.684	8.296
2.718	8.305
2.752	8.287
2.783	8.278
2.876	8.676
3.072	8.369
3.175	8.389
3.276	8.354
3.375	8.341
3.508	8.349
3.598	8.359
3.684	8.369
3.767	8.312
3.850	8.342
3.966	8.290
4.044	8.352
4.122	8.345
4.198	8.334
4.272	8.330
4.376	8.344
4.448	8.317
4.519	8.316
4.592	8.358
4.659	8.338
4.757	8.342
4.827	8.345
4.895	8.345
4.963	8.337
5.029	8.329
5.124	8.362
5.190	8.337
5.257	8.347
5.322	8.364
5.388	8.379
5.480	8.323
5.546	8.320
5.611	8.334
5.675	8.387
5.740	8.345
5.835	8.377
5.897	8.274
5.962	8.349
6.026	8.330
6.091	8.314
6.183	8.409
6.247	8.322
6.311	8.327
6.376	8.331
6.438	8.328
6.530	8.363
6.594	8.328
6.657	8.276
6.724	8.375
6.786	8.329
6.875	8.344
6.941	8.345
7.003	8.305
7.067	8.339
7.131	8.333
7.221	8.331
7.285	8.334
7.350	8.389
7.412	8.319
7.477	8.350
7.568	8.305
7.629	8.374
7.695	8.264
7.758	8.320
7.822	8.349
7.913	8.316
7.979	8.378
8.039	8.313
8.103	8.337
8.167	8.353
8.258	8.380
8.321	8.385
8.386	8.388
8.449	8.520
8.514	8.675
8.603	8.940
8.667	9.680
8.733	10.541
8.796	11.996
8.858	14.328
8.949	17.991
9.012	26.618
9.075	36.919
9.139	26.031
